"filename", "language", "C++", "Markdown", "C", "Objective-C", "CMake", "F#", "comment", "blank", "total"
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\importerdesc.h", "C++", 34, 0, 0, 0, 0, 0, 100, 21, 155
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\light.h", "C++", 53, 0, 0, 0, 0, 0, 174, 32, 259
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\material.h", "C++", 636, 0, 0, 0, 0, 0, 773, 273, 1682
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\material.inl", "C++", 280, 0, 0, 0, 0, 0, 87, 40, 407
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\matrix3x3.h", "C++", 57, 0, 0, 0, 0, 0, 96, 26, 179
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\matrix3x3.inl", "C++", 244, 0, 0, 0, 0, 0, 78, 38, 360
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\matrix4x4.h", "C++", 70, 0, 0, 0, 0, 0, 167, 40, 277
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\matrix4x4.inl", "C++", 468, 0, 0, 0, 0, 0, 134, 76, 678
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\mesh.h", "C++", 454, 0, 0, 0, 0, 0, 560, 155, 1169
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\metadata.h", "C++", 401, 0, 0, 0, 0, 0, 107, 64, 572
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\pbrmaterial.h", "C++", 31, 0, 0, 0, 0, 0, 47, 12, 90
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\postprocess.h", "C++", 82, 0, 0, 0, 0, 0, 574, 54, 710
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\qnan.h", "C++", 57, 0, 0, 0, 0, 0, 90, 16, 163
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\quaternion.h", "C++", 41, 0, 0, 0, 0, 0, 77, 26, 144
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\quaternion.inl", "C++", 203, 0, 0, 0, 0, 0, 80, 29, 312
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\scene.h", "C++", 146, 0, 0, 0, 0, 0, 246, 65, 457
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\texture.h", "C++", 64, 0, 0, 0, 0, 0, 130, 29, 223
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\types.h", "C++", 263, 0, 0, 0, 0, 0, 187, 89, 539
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\vector2.h", "C++", 45, 0, 0, 0, 0, 0, 46, 19, 110
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\vector2.inl", "C++", 142, 0, 0, 0, 0, 0, 76, 31, 249
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\vector3.h", "C++", 53, 0, 0, 0, 0, 0, 79, 36, 168
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\vector3.inl", "C++", 187, 0, 0, 0, 0, 0, 85, 13, 285
"c:\Users\msi\source\repos\LearnOpenGL\include\assimp\version.h", "C++", 24, 0, 0, 0, 0, 0, 83, 16, 123
"c:\Users\msi\source\repos\LearnOpenGL\include\camera.h", "C++", 98, 0, 0, 0, 0, 0, 5, 21, 124
"c:\Users\msi\source\repos\LearnOpenGL\include\cyCore.h", "C++", 265, 0, 0, 0, 0, 0, 75, 50, 390
"c:\Users\msi\source\repos\LearnOpenGL\include\cyGL.h", "C++", 1212, 0, 0, 0, 0, 0, 358, 222, 1792
"c:\Users\msi\source\repos\LearnOpenGL\include\cyMatrix.h", "C++", 1674, 0, 0, 0, 0, 0, 469, 285, 2428
"c:\Users\msi\source\repos\LearnOpenGL\include\cyTriMesh.h", "C++", 494, 0, 0, 0, 0, 0, 58, 57, 609
"c:\Users\msi\source\repos\LearnOpenGL\include\cyVector.h", "C++", 477, 0, 0, 0, 0, 0, 101, 92, 670
"c:\Users\msi\source\repos\LearnOpenGL\include\filesystem.h", "C++", 40, 0, 0, 0, 0, 0, 1, 9, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glad\glad.h", "C++", 3575, 0, 0, 0, 0, 0, 20, 17, 3612
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\common.hpp", "C++", 97, 0, 0, 0, 0, 0, 389, 54, 540
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\_features.hpp", "C++", 110, 0, 0, 0, 0, 0, 185, 100, 395
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\_fixes.hpp", "C++", 16, 0, 0, 0, 0, 0, 5, 7, 28
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\_noise.hpp", "C++", 67, 0, 0, 0, 0, 0, 0, 15, 82
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\_swizzle.hpp", "C++", 704, 0, 0, 0, 0, 0, 55, 46, 805
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\_swizzle_func.hpp", "C++", 648, 0, 0, 0, 0, 0, 0, 35, 683
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\_vectorize.hpp", "C++", 142, 0, 0, 0, 0, 0, 0, 21, 163
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\compute_common.hpp", "C++", 43, 0, 0, 0, 0, 0, 1, 7, 51
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\compute_vector_relational.hpp", "C++", 16, 0, 0, 0, 0, 0, 12, 3, 31
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_common.inl", "C++", 638, 0, 0, 0, 0, 0, 43, 112, 793
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_common_simd.inl", "C++", 195, 0, 0, 0, 0, 0, 14, 23, 232
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_exponential.inl", "C++", 123, 0, 0, 0, 0, 0, 9, 21, 153
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_exponential_simd.inl", "C++", 30, 0, 0, 0, 0, 0, 2, 6, 38
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_geometric.inl", "C++", 193, 0, 0, 0, 0, 0, 17, 34, 244
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_geometric_simd.inl", "C++", 143, 0, 0, 0, 0, 0, 2, 19, 164
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_integer.inl", "C++", 308, 0, 0, 0, 0, 0, 11, 54, 373
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_integer_simd.inl", "C++", 52, 0, 0, 0, 0, 0, 0, 14, 66
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_matrix.inl", "C++", 347, 0, 0, 0, 0, 0, 0, 52, 399
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_matrix_simd.inl", "C++", 191, 0, 0, 0, 0, 0, 24, 35, 250
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_packing.inl", "C++", 144, 0, 0, 0, 0, 0, 2, 44, 190
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_packing_simd.inl", "C++", 5, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_trigonometric.inl", "C++", 145, 0, 0, 0, 0, 0, 14, 39, 198
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_trigonometric_simd.inl", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_vector_relational.inl", "C++", 78, 0, 0, 0, 0, 0, 0, 10, 88
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\func_vector_relational_simd.inl", "C++", 5, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\glm.cpp", "C++", 198, 0, 0, 0, 0, 0, 17, 49, 264
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\qualifier.hpp", "C++", 196, 0, 0, 0, 0, 0, 1, 34, 231
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\setup.hpp", "C++", 861, 0, 0, 0, 0, 0, 108, 167, 1136
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_float.hpp", "C++", 51, 0, 0, 0, 0, 0, 3, 15, 69
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_half.hpp", "C++", 11, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_half.inl", "C++", 121, 0, 0, 0, 0, 0, 80, 41, 242
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat2x2.hpp", "C++", 120, 0, 0, 0, 0, 0, 11, 47, 178
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat2x2.inl", "C++", 465, 0, 0, 0, 0, 0, 9, 63, 537
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat2x3.hpp", "C++", 107, 0, 0, 0, 0, 0, 11, 42, 160
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat2x3.inl", "C++", 445, 0, 0, 0, 0, 0, 9, 57, 511
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat2x4.hpp", "C++", 109, 0, 0, 0, 0, 0, 11, 42, 162
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat2x4.inl", "C++", 455, 0, 0, 0, 0, 0, 9, 57, 521
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat3x2.hpp", "C++", 114, 0, 0, 0, 0, 0, 11, 43, 168
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat3x2.inl", "C++", 467, 0, 0, 0, 0, 0, 9, 57, 533
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat3x3.hpp", "C++", 127, 0, 0, 0, 0, 0, 11, 47, 185
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat3x3.inl", "C++", 528, 0, 0, 0, 0, 0, 9, 65, 602
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat3x4.hpp", "C++", 114, 0, 0, 0, 0, 0, 11, 42, 167
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat3x4.inl", "C++", 513, 0, 0, 0, 0, 0, 9, 57, 579
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat4x2.hpp", "C++", 119, 0, 0, 0, 0, 0, 11, 42, 172
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat4x2.inl", "C++", 509, 0, 0, 0, 0, 0, 9, 57, 575
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat4x3.hpp", "C++", 119, 0, 0, 0, 0, 0, 11, 42, 172
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat4x3.inl", "C++", 533, 0, 0, 0, 0, 0, 9, 57, 599
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat4x4.hpp", "C++", 132, 0, 0, 0, 0, 0, 11, 47, 190
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat4x4.inl", "C++", 598, 0, 0, 0, 0, 0, 36, 73, 707
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_mat4x4_simd.inl", "C++", 3, 0, 0, 0, 0, 0, 1, 3, 7
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_quat.hpp", "C++", 121, 0, 0, 0, 0, 0, 22, 44, 187
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_quat.inl", "C++", 321, 0, 0, 0, 0, 0, 29, 59, 409
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_quat_simd.inl", "C++", 117, 0, 0, 0, 0, 0, 55, 17, 189
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec1.hpp", "C++", 194, 0, 0, 0, 0, 0, 47, 68, 309
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec1.inl", "C++", 453, 0, 0, 0, 0, 0, 13, 86, 552
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec2.hpp", "C++", 285, 0, 0, 0, 0, 0, 21, 94, 400
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec2.inl", "C++", 779, 0, 0, 0, 0, 0, 13, 122, 914
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec3.hpp", "C++", 313, 0, 0, 0, 0, 0, 24, 96, 433
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec3.inl", "C++", 927, 0, 0, 0, 0, 0, 13, 129, 1069
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec4.hpp", "C++", 369, 0, 0, 0, 0, 0, 36, 101, 506
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec4.inl", "C++", 966, 0, 0, 0, 0, 0, 13, 162, 1141
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\detail\type_vec4_simd.inl", "C++", 681, 0, 0, 0, 0, 0, 2, 93, 776
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\exponential.hpp", "C++", 24, 0, 0, 0, 0, 0, 74, 13, 111
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext.hpp", "C++", 227, 0, 0, 0, 0, 0, 3, 24, 254
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_clip_space.hpp", "C++", 137, 0, 0, 0, 0, 0, 336, 50, 523
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_clip_space.inl", "C++", 492, 0, 0, 0, 0, 0, 1, 63, 556
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_common.hpp", "C++", 14, 0, 0, 0, 0, 0, 14, 9, 37
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_common.inl", "C++", 14, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double2x2.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double2x2_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double2x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double2x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double2x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double2x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double3x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double3x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double3x3.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double3x3_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double3x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double3x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double4x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double4x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double4x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double4x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double4x4.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_double4x4_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float2x2.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float2x2_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float2x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float2x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float2x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float2x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float3x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float3x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float3x3.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float3x3_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float3x4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float3x4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float4x2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float4x2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float4x3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float4x3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float4x4.hpp", "C++", 7, 0, 0, 0, 0, 0, 11, 6, 24
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_float4x4_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 29, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int2x2.hpp", "C++", 10, 0, 0, 0, 0, 0, 21, 8, 39
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int2x2_sized.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int2x3.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int2x3_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int2x4.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int2x4_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int3x2.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int3x2_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int3x3.hpp", "C++", 10, 0, 0, 0, 0, 0, 21, 8, 39
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int3x3_sized.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int3x4.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int3x4_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int4x2.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int4x2_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int4x3.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int4x3_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int4x4.hpp", "C++", 10, 0, 0, 0, 0, 0, 21, 8, 39
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_int4x4_sized.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_projection.hpp", "C++", 33, 0, 0, 0, 0, 0, 103, 14, 150
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_projection.inl", "C++", 85, 0, 0, 0, 0, 0, 1, 21, 107
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_relational.hpp", "C++", 29, 0, 0, 0, 0, 0, 87, 17, 133
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_relational.inl", "C++", 67, 0, 0, 0, 0, 0, 3, 13, 83
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_transform.hpp", "C++", 32, 0, 0, 0, 0, 0, 99, 14, 145
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_transform.inl", "C++", 132, 0, 0, 0, 0, 0, 0, 21, 153
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint2x2.hpp", "C++", 10, 0, 0, 0, 0, 0, 21, 8, 39
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint2x2_sized.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint2x3.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint2x3_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint2x4.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint2x4_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint3x2.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint3x2_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint3x3.hpp", "C++", 10, 0, 0, 0, 0, 0, 21, 8, 39
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint3x3_sized.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint3x4.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint3x4_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint4x2.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint4x2_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint4x3.hpp", "C++", 9, 0, 0, 0, 0, 0, 18, 7, 34
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint4x3_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint4x4.hpp", "C++", 10, 0, 0, 0, 0, 0, 21, 8, 39
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\matrix_uint4x4_sized.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_common.hpp", "C++", 30, 0, 0, 0, 0, 0, 91, 15, 136
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_common.inl", "C++", 107, 0, 0, 0, 0, 0, 14, 24, 145
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_common_simd.inl", "C++", 15, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_double.hpp", "C++", 9, 0, 0, 0, 0, 0, 23, 8, 40
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_double_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 22, 10, 43
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_exponential.hpp", "C++", 20, 0, 0, 0, 0, 0, 33, 11, 64
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_exponential.inl", "C++", 64, 0, 0, 0, 0, 0, 8, 14, 86
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_float.hpp", "C++", 9, 0, 0, 0, 0, 0, 23, 8, 40
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_float_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 16, 10, 37
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_geometric.hpp", "C++", 19, 0, 0, 0, 0, 0, 41, 11, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_geometric.inl", "C++", 32, 0, 0, 0, 0, 0, 0, 5, 37
